question_id,question,option_a,option_b,option_c,option_d,correct_answer,domain,topic,difficulty_level
FS_1161,What is the default index that MongoDB creates on every document?,A text index,A compound index,An index on _id,An index on name,C,Full Stack MERN,MongoDB,20
FS_1162,What is a compound index?,An index on multiple fields,A partial index,A unique index,An index with a condition,A,Full Stack MERN,MongoDB,25
FS_1163,What is a text index used for?,Regular expression matching,Indexing string fields,Case-insensitive queries,Full-text search queries using $text operator,D,Full Stack MERN,MongoDB,24
FS_1164,What does the explain() method do?,Describes the schema,Shows the query execution plan to help analyze performance,Returns metadata,Explains an error,B,Full Stack MERN,MongoDB,15
FS_1165,What is a covered query?,A cached query,"A query where all fields are in the index, requiring no document fetch",A query with all fields projected,A query without a where clause,B,Full Stack MERN,MongoDB,15
FS_1166,What is the downside of having too many indexes?,They make reads slower,They slow down write operations and use more storage,They prevent sharding,They improve all operations,B,Full Stack MERN,MongoDB,16
FS_1167,What is a sparse index?,Indexes every document,An index with gaps for large values,A partial text index,Only indexes documents that have the indexed field,D,Full Stack MERN,MongoDB,12
FS_1168,What is a TTL (Time To Live) index used for?,Sorting by date,Automatically expiring documents after a set time,Caching query results,Indexing time fields,B,Full Stack MERN,MongoDB,19
FS_1169,What is a partial index?,An index that only includes documents matching a filter condition,An index on part of a string,An index on a subset of fields,A sparse index,A,Full Stack MERN,MongoDB,12
FS_1170,What method lists all indexes on a collection?,db.collection.listIndexes(),db.collection.getIndexes(),db.collection.showIndexes(),db.collection.indexes(),B,Full Stack MERN,MongoDB,12
FS_1171,What does dropIndex() do?,Drops all indexes,Drops the collection,Removes a document,Removes an existing index from a collection,D,Full Stack MERN,MongoDB,22
FS_1172,What is the aggregation pipeline in MongoDB?,A framework for data processing through a sequence of stages,A query method,A type of index,A replication mechanism,A,Full Stack MERN,MongoDB,25
FS_1173,Which method runs an aggregation pipeline in MongoDB?,collection.mapReduce(),collection.aggregate([]),collection.group(),collection.aggregate(),B,Full Stack MERN,MongoDB,15
FS_1174,What does the $match stage do?,Groups documents,Filters documents based on a condition,Sorts results,Joins collections,B,Full Stack MERN,MongoDB,19
FS_1175,What does the $group stage do?,Groups documents by a key and allows accumulator operations,Joins documents,Filters documents,Sorts groups,A,Full Stack MERN,MongoDB,14
FS_1176,What does $sum accumulator do in $group?,Finds the maximum,Sums up values for each group,Averages values,Counts documents,B,Full Stack MERN,MongoDB,16
FS_1177,What does $avg accumulator do?,Counts documents,Computes the average of values in a group,Returns the minimum,Sums values,B,Full Stack MERN,MongoDB,12
FS_1178,What does $project stage do?,Filters documents,Sorts results,Groups documents,"Shapes the output by including, excluding, or computing fields",D,Full Stack MERN,MongoDB,24
FS_1179,What does $sort stage do?,Filters documents,Groups documents,Sorts documents in the pipeline,Limits results,C,Full Stack MERN,MongoDB,23
FS_1180,What does $limit stage do?,Filters documents,Limits the number of documents passed to the next stage,Groups documents,Sorts documents,B,Full Stack MERN,MongoDB,14
FS_1181,What does $skip stage do?,Skips a specified number of documents,Limits results,Offsets sort order,Filters documents,A,Full Stack MERN,MongoDB,25
FS_1182,What does $unwind stage do?,Merges documents,Expands all fields,Flattens nested objects,Deconstructs an array field into multiple documents,D,Full Stack MERN,MongoDB,22
FS_1183,What does $lookup stage do?,Joins a nested array,Looks up a document by _id,Performs a left outer join with another collection,Searches for text,C,Full Stack MERN,MongoDB,19
FS_1184,What does $addFields stage do?,Modifies existing fields only,Adds collection fields,Adds documents,Adds new fields to documents,D,Full Stack MERN,MongoDB,25
FS_1185,What does $count stage do?,Counts collections,Counts array elements,Returns the count of documents from the previous stage,Counts fields,C,Full Stack MERN,MongoDB,12
FS_1186,What does $out stage do?,Outputs results to a file,Returns results to the client,Exports to JSON,Writes the aggregation results to a collection,D,Full Stack MERN,MongoDB,11
FS_1187,What does $facet stage do?,Creates multiple indexes,Filters by category,Groups by multiple keys,Runs multiple sub-pipelines on the same documents in one pass,D,Full Stack MERN,MongoDB,14
FS_1188,What does $replaceRoot stage do?,Replaces the root document with a specified field value,Merges two documents,Renames the root,Replaces the collection,A,Full Stack MERN,MongoDB,25
FS_1189,What accumulator returns the maximum value in a group?,$greatest,$high,$top,$max,D,Full Stack MERN,MongoDB,14
FS_1190,What does $push accumulator do in $group?,Removes duplicates,Adds all values in the group to an array,Adds one value,Pushes to top,B,Full Stack MERN,MongoDB,11
FS_1191,What does $first accumulator do?,Returns the first value in a group based on the sort order,Returns all values,Returns the minimum,Returns the last value,A,Full Stack MERN,MongoDB,14
FS_1192,What are the two data modeling approaches in MongoDB?,Joining and nesting,Attaching and detaching,Linking and copying,Embedding (denormalized) and referencing (normalized),D,Full Stack MERN,MongoDB,25
FS_1193,When should you embed documents?,When data is accessed together and has a 1:1 or 1:few relationship,When data changes frequently,When documents are large,For many-to-many relationships,A,Full Stack MERN,MongoDB,13
FS_1194,When should you use references?,When queries are simple,"When data is large, frequently updated, or has many-to-many relationships",For small related data,When using embedded documents,B,Full Stack MERN,MongoDB,23
FS_1195,What is a one-to-many relationship in MongoDB?,One-to-one only,One document relates to many documents in another collection,A relationship between arrays,Many-to-many only,B,Full Stack MERN,MongoDB,12
FS_1196,How do you represent a many-to-many relationship in MongoDB?,Store arrays of references in each document or use a junction document,Embed all documents,Use SQL joins,Use a single collection,A,Full Stack MERN,MongoDB,23
FS_1197,What does populate() do in Mongoose?,Joins collections,Replaces reference ObjectIds with the actual related documents,Creates a relationship,Validates references,B,Full Stack MERN,MongoDB,20
FS_1198,How do you use populate in Mongoose?,Model.join('fieldName'),Model.find({}).populate('fieldName'),Model.fill('fieldName'),Model.expand('fieldName'),B,Full Stack MERN,MongoDB,25
FS_1199,What is the 'ref' option in a Mongoose schema field?,Validates the field,Names the field,Specifies which model the ObjectId references for population,Sets the default value,C,Full Stack MERN,MongoDB,14
FS_1200,What does deep populate mean?,Aggregation join,Multi-level embedding,Simple populate,Populating fields of an already populated document,D,Full Stack MERN,MongoDB,18
FS_1201,What is the disadvantage of embedding large arrays?,Harder to reference,No indexing possible,Documents can hit the 16 MB limit,Slower reads,C,Full Stack MERN,MongoDB,17
FS_1202,What is $lookup in aggregation used for?,Text search,Querying nested arrays,Looking up by index,Joining data from another collection,D,Full Stack MERN,MongoDB,19
FS_1203,What does the 'from' field in $lookup specify?,The field to join on,The output field,The collection to join,The pipeline to run,C,Full Stack MERN,MongoDB,18
FS_1204,How does Mongoose's populate differ from $lookup?,populate is an application-level join; $lookup is a database-level aggregation join,They are the same,populate works only in aggregations,$lookup is faster always,A,Full Stack MERN,MongoDB,11
FS_1205,What is a virtual in Mongoose?,A reference field,An index field,A computed property not stored in the database,A stored field,C,Full Stack MERN,MongoDB,22
FS_1206,How do you enable virtuals when converting a Mongoose document to JSON?,{ toJSON: { virtuals: true } } in schema options,schema.virtual.json = true,virtual.enable = true,toObject({ virtuals: true }),A,Full Stack MERN,MongoDB,12
FS_1207,What is a Mongoose schema?,A MongoDB collection,A database connection,"A definition of the structure, types, and rules for a MongoDB collection's documents",A query builder,C,Full Stack MERN,Mongoose,22
FS_1208,How do you create a Mongoose schema?,new mongoose.Schema({ field: type }),mongoose.createSchema({ field: type }),Schema.new({ field: type }),mongoose.schema.create({ field: type }),A,Full Stack MERN,Mongoose,12
FS_1209,Which of the following is a valid Mongoose schema type?,"Int, Varchar, Float","Document, Collection, Index","String, Number, Boolean, Date, ObjectId, Array","Color, Size, Weight",C,Full Stack MERN,Mongoose,22
FS_1210,How do you define a field with a default value in Mongoose?,"{ field: String, default: 'value' }",{ field: { default: 'value' } },field.default = 'value',"{ field: { type: String, default: 'value' } }",D,Full Stack MERN,Mongoose,18
FS_1211,What option makes a field required in a Mongoose schema?,required: true,mandatory: true,notNull: true,validate: required,A,Full Stack MERN,Mongoose,22
FS_1212,What is the purpose of schema.index() in Mongoose?,Creates a virtual field,Defines an index on fields for query optimization,Sets a default,Adds validation,B,Full Stack MERN,Mongoose,14
FS_1213,How do you add a method to a Mongoose document (instance)?,"model.method('myMethod', fn)",schema.prototype.myMethod = fn,schema.add({ myMethod: fn }),schema.methods.myMethod = function() {},D,Full Stack MERN,Mongoose,19
FS_1214,How do you add a static method to a Mongoose model?,schema.statics.myMethod = function() {},schema.methods.static.myMethod = fn,schema.add({ static: fn }),"model.static('myMethod', fn)",A,Full Stack MERN,Mongoose,12
FS_1215,What does the strict option in a Mongoose schema do?,Validates all fields,Prevents fields not in the schema from being saved,Enforces required fields,Disables defaults,B,Full Stack MERN,Mongoose,24
FS_1216,"What does schema.set('timestamps', true) do?",Adds timestamp validation,Enables soft deletes,Automatically adds createdAt and updatedAt fields,Logs update times,C,Full Stack MERN,Mongoose,14
FS_1217,How do you define an array of strings in a Mongoose schema?,{ tags: [String] } or { tags: { type: [String] } },{ tags: Array },{ tags: String[] },{ tags: 'string[]' },A,Full Stack MERN,Mongoose,23
FS_1218,How do you embed a sub-schema in a Mongoose schema?,Use type: 'Object',Use a reference,Use schema.embed(),Use another Schema object as the field type,D,Full Stack MERN,Mongoose,23
FS_1219,What is a discriminator in Mongoose?,A schema validation option,A feature that lets multiple models share the same collection with a type key,A custom type,A virtual field,B,Full Stack MERN,Mongoose,25
FS_1220,What is schema.path() used for?,Getting nested values,Setting middleware,Getting or setting the schema configuration for a specific path/field,Defining file paths,C,Full Stack MERN,Mongoose,25
FS_1221,How do you define an ObjectId reference in a Mongoose schema?,"{ type: mongoose.Schema.Types.ObjectId, ref: 'ModelName' }","{ type: 'ref', model: 'ModelName' }","{ type: ObjectId, ref: 'Model' }","{ _id: true, model: 'ModelName' }",A,Full Stack MERN,Mongoose,11
FS_1222,How do you create a Mongoose model?,"mongoose.createModel('ModelName', schema)","Model.create('ModelName', schema)","mongoose.model('ModelName', schema)","new mongoose.Model('ModelName', schema)",C,Full Stack MERN,Mongoose,13
FS_1223,What does a Mongoose model represent?,A schema definition,A single document,A database connection,A class that maps to a MongoDB collection and provides database interaction methods,D,Full Stack MERN,Mongoose,16
FS_1224,What is the naming convention for Mongoose models?,"PascalCase (e.g., User, Product)",lowercase,snake_case,camelCase,A,Full Stack MERN,Mongoose,19
FS_1225,How does Mongoose determine the collection name from a model?,"Lowercase plural of the model name (e.g., 'User' Ã¢â€ â€™ 'users')",Exact model name,Uppercase plural,camelCase plural,A,Full Stack MERN,Mongoose,21
FS_1226,How do you create a new model instance in Mongoose?,"new Document(MyModel, {})",new MyModel({ field: value }),MyModel.new({ field: value }),MyModel.create({ field: value }),B,Full Stack MERN,Mongoose,11
FS_1227,What does model.save() do?,Saves the document instance to MongoDB,Updates an existing document,Inserts only if new,Validates the document only,A,Full Stack MERN,Mongoose,25
FS_1228,What is the difference between Model.create() and new Model().save()?,create() is shorthand; both insert the document,save() is for updates only,create() doesn't run hooks,create() skips validation,A,Full Stack MERN,Mongoose,15
FS_1229,What does Model.findById(id) do?,Finds a document by its _id field,Finds by any field,Finds by index,Returns all documents,A,Full Stack MERN,Mongoose,22
FS_1230,What does Model.findByIdAndUpdate() do?,Finds all and updates,Finds by _id and updates the matching document,Finds and deletes,Finds and replaces the collection,B,Full Stack MERN,Mongoose,12
FS_1231,What does Model.findByIdAndDelete() do?,Marks as deleted,Finds a document by _id and removes it,Updates the document,Archives the document,B,Full Stack MERN,Mongoose,17
FS_1232,What is validation in Mongoose?,Rules defined on schema fields to ensure data integrity before saving,Checking database connections,Validating query syntax,Type checking only,A,Full Stack MERN,Mongoose,14
FS_1233,What does the minlength validator do on a String field?,Limits string options,Sets the minimum value,Validates string format,Ensures the string has at least a specified number of characters,D,Full Stack MERN,Mongoose,15
FS_1234,What does the maxlength validator do?,Sets the maximum number,Ensures the string doesn't exceed a specified length,Limits array length,Validates string type,B,Full Stack MERN,Mongoose,18
FS_1235,What does the min validator do on a Number field?,Sets default minimum,Sets the minimum length,Validates minimum date,Ensures the number is at least the specified value,D,Full Stack MERN,Mongoose,12
FS_1236,What does the max validator do on a Number field?,Ensures the number doesn't exceed the specified value,Sets default maximum,Limits array elements,Sets maximum string length,A,Full Stack MERN,Mongoose,13
FS_1237,What does the enum validator do?,Validates array elements,Restricts a field's value to a predefined list of values,Checks for null values,Lists all validators,B,Full Stack MERN,Mongoose,21
FS_1238,How do you add a custom validator in Mongoose?,{ customValidate: fn },"{ type: 'custom', fn }","schema.validate('field', fn)","{ validate: { validator: fn, message: 'error' } }",D,Full Stack MERN,Mongoose,15
FS_1239,What does the match validator on a String field do?,Checks string length,Validates email format,Validates the string against a regular expression,Matches exact values,C,Full Stack MERN,Mongoose,20
FS_1240,What does the unique option on a Mongoose field do?,Prevents null values,"Creates a unique index, preventing duplicate values",Validates uniqueness in code,Makes the field required,B,Full Stack MERN,Mongoose,14
FS_1241,When does Mongoose run validators?,On every query,On save() and create() by default,On update() always,On connection,B,Full Stack MERN,Mongoose,15
FS_1242,How do you run validators on an update operation?,Pass { runValidators: true } option,validators run by default,{ validate: true },schema.validate(update),A,Full Stack MERN,Mongoose,13
FS_1243,What does doc.validateSync() do?,Saves and validates,Validates asynchronously,Updates and validates,Validates the document synchronously and returns an error if invalid,D,Full Stack MERN,Mongoose,23
FS_1244,What type of error does Mongoose throw for validation failures?,ValidationError,SchemaError,MongoError,TypeError,A,Full Stack MERN,Mongoose,22
FS_1245,How do you set a custom error message for a required field?,"{ required: [true, 'Field is required'] }","{ required: true, message: 'error' }",{ required: { msg: 'error' } },"{ type: String, error: 'required' }",A,Full Stack MERN,Mongoose,19
FS_1246,What does the trim option on a String field do?,Removes null values,Truncates the string,Removes leading and trailing whitespace before saving,Trims the array,C,Full Stack MERN,Mongoose,18
FS_1247,What is the Mongoose equivalent of MongoDB's find()?,Model.find({}),Model.query({}),Model.select({}),Model.get({}),A,Full Stack MERN,Mongoose,24
FS_1248,What does Model.findOne({ field: value }) return?,The first document matching the query or null,All matching documents,A cursor,An array,A,Full Stack MERN,Mongoose,16
FS_1249,Which Mongoose method updates one document and returns it?,"Model.findAndModify(filter, update)","Model.update(filter, update)","Model.findOneAndUpdate(filter, update, options)","Model.updateOne(filter, update)",C,Full Stack MERN,Mongoose,25
FS_1250,"What does Model.updateOne(filter, update) return?",The filter used,The updated document,An object with matchedCount and modifiedCount,,C,Full Stack MERN,Mongoose,24
FS_1251,How do you delete a document by _id in Mongoose?,Model.deleteById(id),Model.findByIdAndDelete(id),Model.findByIdAndRemove(id),Model.remove({ _id: id }),B,Full Stack MERN,Mongoose,11
FS_1252,What does Model.deleteMany({ field: value }) do?,Deletes all documents matching the filter,Deletes the collection,Deletes and archives,Marks documents as deleted,A,Full Stack MERN,Mongoose,14
FS_1253,How do you select only specific fields in a Mongoose query?,Model.find({}).select('field1 field2'),"Model.find({}, 'field1 field2')",Both A and B are correct,Model.find({}).project({ field1: 1 }),C,Full Stack MERN,Mongoose,17
FS_1254,How do you chain conditions in a Mongoose query?,"Model.query('age', 18, 30)","Model.find({ age: { gt: 18, lt: 30 } })",Model.find().where('age').gt(18).lt(30),"Model.find().age.between(18, 30)",C,Full Stack MERN,Mongoose,20
FS_1255,What does exec() do at the end of a Mongoose query chain?,Runs validation,Executes the query and returns a promise,Closes the connection,Executes middleware,B,Full Stack MERN,Mongoose,15
FS_1256,What does lean() do in a Mongoose query?,Skips validation,Reduces query size,Returns plain JavaScript objects instead of Mongoose documents,Removes virtuals,C,Full Stack MERN,Mongoose,14
FS_1257,What is the advantage of using lean()?,Enables populate,Runs middleware,Enables virtuals,Faster queries with less memory overhead (no Mongoose magic),D,Full Stack MERN,Mongoose,19
FS_1258,How do you bulk insert documents in Mongoose?,"Model.insertMany([doc1, doc2])","Model.createMany([doc1, doc2])","Model.saveAll([doc1, doc2])","Model.bulkWrite([doc1, doc2])",A,Full Stack MERN,Mongoose,18
FS_1259,What does Model.exists({ field: value }) return?,The document,The document count,"A promise resolving to { _id } if document exists, null otherwise",A boolean,C,Full Stack MERN,Mongoose,25
FS_1260,How do you update a document without fetching it first?,Model.findById(id).then(doc => doc.save()),"Model.set(id, updates)","Model.updateOne({ _id: id }, { $set: updates })",doc.update(updates),C,Full Stack MERN,Mongoose,13
FS_1261,What does Model.estimatedDocumentCount() do?,Counts collections,Returns the exact count,Returns a fast estimate of the total document count,Counts matching documents,C,Full Stack MERN,Mongoose,24
FS_1262,What is Mongoose middleware (hooks)?,Event listeners on collections,Functions that run automatically before or after specific operations,Functions that validate schemas,Middleware from Express,B,Full Stack MERN,Mongoose,16
FS_1263,What are the two types of Mongoose middleware?,Query and update middleware,Input and output middleware,Save and delete middleware,Pre (before) and post (after) middleware,D,Full Stack MERN,Mongoose,22
FS_1264,How do you define pre-save middleware in Mongoose?,"schema.pre('save', async function() {})","schema.before('save', fn)","schema.middleware('save', fn)","schema.hook('pre', 'save', fn)",A,Full Stack MERN,Mongoose,24
FS_1265,What does 'this' refer to in a Mongoose pre-save hook?,The schema,The query,The model,The document being saved,D,Full Stack MERN,Mongoose,24
FS_1266,What is a common use of pre-save middleware?,Logging queries,Caching the document,Sending emails,Hashing a password before saving it to the database,D,Full Stack MERN,Mongoose,22
FS_1267,How do you define post-save middleware?,"schema.post('save', function(doc) {})","schema.after('save', fn)","schema.on('save', fn)","schema.hook('post', 'save', fn)",A,Full Stack MERN,Mongoose,14
FS_1268,What is 'this' in a pre-find hook?,The document,The query object,The model,The schema,B,Full Stack MERN,Mongoose,17
FS_1269,How do you run pre-find middleware?,"schema.pre('find', function() {})","schema.on('find', fn)","schema.before('find', fn)","schema.hook('find', fn)",A,Full Stack MERN,Mongoose,11
FS_1270,What does calling next() in Mongoose middleware do?,Ends the middleware chain,Saves the document,Calls the next query,Passes control to the next middleware or the operation itself,D,Full Stack MERN,Mongoose,11
FS_1271,What is a post hook used for?,Hashing before update,Validating before save,Running before find,"Running logic after an operation completes (e.g., logging, notifications)",D,Full Stack MERN,Mongoose,24
FS_1272,Which operations can Mongoose middleware be applied to?,Only find and save,Only update operations,"save, validate, find, update, delete, aggregate",Only save and delete,C,Full Stack MERN,Mongoose,25
FS_1273,What is an async Mongoose middleware?,A deferred hook,A hook that runs in the background,A hook using async function and next() or returning a promise,A scheduled hook,C,Full Stack MERN,Mongoose,22
FS_1274,What happens if an error is thrown in a Mongoose pre hook?,The error is silently ignored,The document is saved anyway,The hook retries,The operation is aborted and the error is passed to the callback/promise,D,Full Stack MERN,Mongoose,22
FS_1275,What is a Mongoose plugin?,A static function,A model method,An external package,Reusable schema logic that can be applied to multiple schemas,D,Full Stack MERN,Mongoose,16
FS_1276,How do you apply a plugin to a Mongoose schema?,schema.plugin(pluginFn),schema.use(pluginFn),schema.apply(pluginFn),"mongoose.plugin(schema, fn)",A,Full Stack MERN,Mongoose,20
FS_1277,"In Express.js, which HTTP method is conventionally used to update a resource partially?",PUT,PATCH,POST,DELETE,B,Full Stack MERN,Backend Development,38
FS_1278,Which Express.js method registers a route handler for HTTP DELETE requests?,app.remove(),app.destroy(),app.delete(),app.drop(),C,Full Stack MERN,Backend Development,41
FS_1279,"What does the following code return?
 `res.status(201).json({ message: 'Created' })`",HTTP 200 with message,HTTP 201 with JSON body,HTTP 204 with no content,HTTP 400 with error,B,Full Stack MERN,Backend Development,39
FS_1280,Which Mongoose method is used to find a single document by its _id field?,Model.find(),Model.findOne(),Model.findById(),Model.get(),C,Full Stack MERN,Backend Development,32
FS_1281,"What is the correct way to extract route parameters in Express?
 `app.get('/users/:id', (req, res) => { ... })`",req.query.id,req.body.id,req.params.id,req.headers.id,C,Full Stack MERN,Backend Development,50
FS_1282,"Which Mongoose method both finds and updates a document, returning the updated version?",Model.update(),Model.findByIdAndUpdate(),Model.findAndModify(),Model.updateOne(),B,Full Stack MERN,Backend Development,41
FS_1283,What status code should a DELETE endpoint return when the resource is successfully removed and no content is sent back?,200,201,204,404,C,Full Stack MERN,Backend Development,48
FS_1284,"In Mongoose, what option must be passed to `findByIdAndUpdate` to return the modified document instead of the original?",{ returnNew: true },{ new: true },{ updated: true },{ after: true },B,Full Stack MERN,Backend Development,34
FS_1285,Which of the following correctly creates a new Mongoose document and saves it to MongoDB?,Model.insert(data),new Model(data).save(),Model.create() only,Model.put(data),B,Full Stack MERN,Backend Development,39
FS_1286,What is the purpose of `express.json()` middleware?,Converts responses to JSON,Parses incoming JSON request bodies,Validates JSON schemas,Serializes MongoDB documents,B,Full Stack MERN,Backend Development,50
FS_1287,What will happen if you call `res.json()` after `res.send()` in the same request handler?,Both responses are sent,Only the second response is sent,An error: cannot set headers after they are sent,The first response is overwritten,C,Full Stack MERN,Backend Development,49
FS_1288,Which Mongoose method removes a document by its ID?,Model.deleteById(),Model.removeById(),Model.findByIdAndDelete(),Model.destroy(),C,Full Stack MERN,Backend Development,32
FS_1289,"What does `Model.findOneAndUpdate({email}, update, {upsert: true})` do when no matching document is found?",Returns null,Throws an error,Creates a new document,Ignores the operation,C,Full Stack MERN,Backend Development,37
FS_1290,"In a CRUD API, what HTTP status code is most appropriate when a requested resource does not exist?",400,401,404,500,C,Full Stack MERN,Backend Development,28
FS_1291,Which of the following correctly defines a POST route that reads the request body in Express?,"app.post('/items', (req, res) => { const data = req.query; })","app.post('/items', (req, res) => { const data = req.params; })","app.post('/items', (req, res) => { const data = req.body; })","app.post('/items', (req, res) => { const data = req.headers; })",C,Full Stack MERN,Backend Development,39
FS_1292,What is the role of the `next()` function in Express middleware?,Ends the request-response cycle,Skips the current middleware and moves to the next one,Sends a redirect response,Logs the request,B,Full Stack MERN,Backend Development,44
FS_1293,Which Mongoose method is best suited to check if a document with a specific email already exists?,Model.find(),Model.exists(),Model.count(),Model.search(),B,Full Stack MERN,Backend Development,36
FS_1294,"What is the error in this code?
 `app.get('/user/:id', async (req, res) => { const user = User.findById(req.params.id); res.json(user); })`",Missing error handling,`findById` is not a valid method,Missing `await` before `User.findById`,`req.params.id` should be `req.query.id`,C,Full Stack MERN,Backend Development,30
FS_1295,Which HTTP method is idempotent and used to completely replace a resource?,POST,PATCH,PUT,GET,C,Full Stack MERN,Backend Development,48
FS_1296,What does `Model.insertMany(arrayOfDocs)` return?,A single document,Count of inserted documents,An array of inserted documents,A boolean,C,Full Stack MERN,Backend Development,38
FS_1297,"In Express, `router.use()` is primarily used to:",Define a GET route,Mount middleware or sub-routers,Send responses,Connect to MongoDB,B,Full Stack MERN,Backend Development,35
FS_1298,Which status code is most appropriate when a POST request successfully creates a resource?,200,201,204,202,B,Full Stack MERN,Backend Development,32
FS_1299,What is the correct Mongoose syntax to update only the `price` field in a product document?,"Product.update({_id: id}, {price: 100})","Product.findByIdAndUpdate(id, {$set: {price: 100}}, {new: true})","Product.findByIdAndUpdate(id, {price: 100})","Product.modify(id, {price: 100})",B,Full Stack MERN,Backend Development,42
FS_1300,What happens when you use `Model.deleteMany({})` in Mongoose?,Deletes the first document,Deletes all documents in the collection,Throws an error,Drops the collection,B,Full Stack MERN,Backend Development,41
FS_1301,Which Express code structure correctly handles async errors and passes them to error-handling middleware?,try { ... } catch(e) { res.send(e) },try { ... } catch(e) { next(e) },try { ... } catch(e) { throw e },try { ... } catch(e) { console.log(e) },B,Full Stack MERN,Backend Development,33
FS_1302,"In Mongoose, what does the `lean()` method do when chained to a query?",Removes empty fields,Returns plain JavaScript objects instead of Mongoose documents,Populates referenced documents,Sorts the result,B,Full Stack MERN,Backend Development,42
FS_1303,Which of the following Mongoose operations performs a bulk write with mixed insert and update operations?,Model.insertMany(),Model.bulkWrite(),Model.updateMany(),Model.writeBulk(),B,Full Stack MERN,Backend Development,38
FS_1304,What does `res.locals` in Express allow you to do?,Set response headers,Share data between middleware functions for a single request,Store session data,Set cookies,B,Full Stack MERN,Backend Development,36
FS_1305,"In Mongoose schema, what does setting `required: true` on a field do?",Makes the field unique,Adds an index to the field,Throws a validation error if the field is missing during save,Sets a default value,C,Full Stack MERN,Backend Development,45
FS_1306,Which of the following correctly chains multiple middleware in a single route definition?,"app.get('/path', fn1, fn2, fn3, handler)",app.get('/path').use(fn1).use(fn2).handle(handler),"app.get('/path', [fn1, fn2], handler)",Both A and C,D,Full Stack MERN,Backend Development,43
FS_1307,What does REST stand for in web development?,Remote Execution State Transfer,Representational State Transfer,Resource Endpoint Standard Technology,Relational Entity State Transfer,B,Full Stack MERN,Backend Development,30
FS_1308,Which REST constraint requires that the server not store any client session state between requests?,Uniform Interface,Layered System,Statelessness,Cacheability,C,Full Stack MERN,Backend Development,31
FS_1309,What is the correct RESTful URL for retrieving a specific user with ID 5?,GET /getUser/5,GET /users/5,POST /users/fetch/5,GET /user?id=5,B,Full Stack MERN,Backend Development,45
FS_1310,Which HTTP header is used to specify the format of the request body in a RESTful API?,Accept,Content-Type,Authorization,X-API-Key,B,Full Stack MERN,Backend Development,39
FS_1311,"In REST, what does HATEOAS stand for?",Hypertext As The Engine Of Application State,HTTP And The Encoding Of API Standards,Hypermedia Application Transfer Engine And Streams,Hyperlink Anchored Transfer Engine Of API Services,A,Full Stack MERN,Backend Development,37
FS_1312,Which status code indicates that a client is not authorized to access a resource (not authenticated)?,403,401,400,404,B,Full Stack MERN,Backend Development,29
FS_1313,What distinguishes a 403 Forbidden response from a 401 Unauthorized response?,403 means the server is down; 401 means the route is wrong,403 means the client is authenticated but lacks permission; 401 means the client is not authenticated,403 means bad request; 401 means not found,They are interchangeable,B,Full Stack MERN,Backend Development,32
FS_1314,"In RESTful design, which URL naming convention is preferred?",/getUsers,camelCase like /userList,Plural nouns like /users,Verb-based like /fetchUsers,C,Full Stack MERN,Backend Development,36
FS_1315,What is the purpose of the `Accept` HTTP header in a REST request?,Specifies encoding of the request body,Tells the server what content format the client can understand,Sets the authorization token,Identifies the API version,B,Full Stack MERN,Backend Development,45
FS_1316,Which REST principle states that each request from client to server must contain all information needed to understand the request?,Uniform Interface,Statelessness,Code on Demand,Client-Server,B,Full Stack MERN,Backend Development,27
FS_1317,What is API versioning used for in RESTful services?,To track the number of API calls,To maintain backward compatibility when making breaking changes,To authenticate users,To compress API responses,B,Full Stack MERN,Backend Development,29
FS_1318,Which HTTP method should be used to retrieve the headers of a resource without the body?,GET,OPTIONS,HEAD,TRACE,C,Full Stack MERN,Backend Development,32
FS_1319,What does the HTTP OPTIONS method do in a RESTful API context?,Deletes a resource,Returns allowed HTTP methods for a resource,Updates resource options,Fetches resource metadata,B,Full Stack MERN,Backend Development,26
FS_1320,Which of the following is NOT a characteristic of a RESTful API?,Stateless communication,Client-server separation,Mandatory use of XML,Uniform interface,C,Full Stack MERN,Backend Development,40
FS_1321,"In a REST API, what should the response body contain when returning HTTP 204?",Error message,Success message,Nothing (empty body),Redirect URL,C,Full Stack MERN,Backend Development,45
FS_1322,"Which status code class (2xx, 3xx, 4xx, 5xx) represents server-side errors?",2xx,3xx,4xx,5xx,D,Full Stack MERN,Backend Development,47
FS_1323,What does the `X-RateLimit-Remaining` response header typically indicate?,Time until rate limit resets,Number of remaining requests allowed in the current window,Total request limit per day,Number of failed requests,B,Full Stack MERN,Backend Development,49
FS_1324,Which Express technique is used to group related routes under a common path prefix?,app.group(),express.Router(),app.namespace(),app.prefix(),B,Full Stack MERN,Backend Development,33
FS_1325,What does CORS stand for and why is it important in REST APIs?,Client Origin Request System - for caching,Cross-Origin Resource Sharing - controls which domains can access the API,Cross-Origin Redirect Service - for redirects,Client Only Relay System - for proxies,B,Full Stack MERN,Backend Development,50
FS_1326,"In Express, which package is most commonly used to enable CORS?",helmet,morgan,cors,body-parser,C,Full Stack MERN,Backend Development,30
FS_1327,What is the purpose of `helmet` middleware in an Express REST API?,Handles file uploads,Sets various HTTP security headers,Manages sessions,Parses request bodies,B,Full Stack MERN,Backend Development,39
FS_1328,"Which HTTP response code should be returned when a request is syntactically invalid (e.g., missing required field)?",401,403,400,422,C,Full Stack MERN,Backend Development,43
