question_id,question,option_a,option_b,option_c,option_d,correct_answer,domain,topic,difficulty_level
AIML_1933,What does Platt scaling do for SVM classifiers?,Scales feature values to optimize SVM margin,Converts SVM decision values to calibrated probability estimates via logistic regression,Applies isotonic regression to calibrate SVM margins,Scales the SVM kernel matrix to unit norm,B,AI/ML,Classification,10
AIML_1934,"In a 3-class problem with OvR strategy, how many classifiers are trained?",2,3,6,9,B,AI/ML,Classification,10
AIML_1935,What is the purpose of the balanced_accuracy_score metric?,Accuracy weighted by the number of samples in each class,"The average of recall obtained on each class, corrected for class imbalance",The harmonic mean of precision and recall for imbalanced datasets,The accuracy metric with penalty for confident incorrect predictions,B,AI/ML,Classification,10
AIML_1936,Which of the following is NOT a valid parameter for sklearn's LogisticRegression solver?,lbfgs,saga,liblinear,adam,D,AI/ML,Classification,10
AIML_1937,What does the 'verbose' parameter do in SVC during training?,Outputs the final learned support vectors after training,Enables printing of progress information during optimization,Enables detailed probability computation during prediction,Activates verbose feature selection during kernel evaluation,B,AI/ML,Classification,10
AIML_1938,What is the output of classification_report() in scikit-learn?,A confusion matrix in tabular form,"A text report with precision, recall, F1-score, and support per class",A plot of ROC curves for all classes,A summary of model hyperparameters and training configuration,B,AI/ML,Classification,10
AIML_1939,What is the Brier Score used for in classification?,Measuring the mean squared error of predicted probabilities,Measuring the accuracy of class label predictions,Measuring the margin size in SVM classification,Measuring the correlation between features and class labels,A,AI/ML,Classification,10
AIML_1940,What is the purpose of the 'tol' parameter in LogisticRegression?,The tolerance for the maximum coefficient value,The tolerance for the stopping criterion in the optimization solver,The tolerance for class probability thresholding,The tolerance for feature value scaling,B,AI/ML,Classification,10
AIML_1941,"What is the error in this code? from sklearn.metrics import accuracy_score; acc = accuracy_score(y_pred, y_test)","The arguments are in wrong order: accuracy_score(y_true, y_pred) is the correct signature",accuracy_score is not in sklearn.metrics,accuracy_score requires a third argument for class weights,accuracy_score cannot handle multi-class problems,A,AI/ML,Classification,10
AIML_1942,Which of the following correctly creates a multiclass classification pipeline using SVM?,"from sklearn.pipeline import Pipeline; from sklearn.svm import SVC; pipe=Pipeline([('scaler',StandardScaler()),('clf',SVC(kernel='rbf'))]); pipe.fit(X_train,y_train)","from sklearn.pipeline import Pipeline; from sklearn.svm import SVC; pipe=Pipeline([('clf',SVC()),('scaler',StandardScaler())]); pipe.fit(X_train,y_train)","from sklearn.pipeline import Pipeline; from sklearn.svm import SVMClassifier; pipe=Pipeline([('clf',SVMClassifier())]); pipe.fit(X_train,y_train)","from sklearn.pipeline import Pipeline; from sklearn.svc import SVC; pipe=Pipeline([('clf',SVC())]); pipe.fit(X_train,y_train)",A,AI/ML,Classification,10
AIML_1943,What is the difference between Decision Tree Classifier and Decision Tree Regressor?,Classifier uses entropy/Gini; Regressor uses variance reduction as split criterion,Classifier predicts continuous values; Regressor predicts class labels,Classifier uses boosting; Regressor uses bagging,Classifier can only handle binary problems; Regressor handles multi-class,A,AI/ML,Classification,10
AIML_1944,What is label encoding and when should it be used for classification?,Encoding class labels as integers; suitable for ordinal classes or target variables,Encoding features as binary vectors; suitable for nominal categorical features,Encoding labels as log-probabilities for Naive Bayes models,Encoding target values as Gaussian likelihoods for SVM,A,AI/ML,Classification,10
AIML_1945,What is the purpose of the 'average' parameter in sklearn's precision_score()?,To select which class to compute precision for,"To specify how to aggregate precision across multiple classes (binary, micro, macro, weighted)",To average predictions from multiple classifiers,To set the threshold for computing precision,B,AI/ML,Classification,10
AIML_1946,"What does the following code compute? from sklearn.metrics import roc_curve; fpr, tpr, thresholds = roc_curve(y_test, y_scores)",Precision-recall curve values,"False positive rate, true positive rate, and thresholds for the ROC curve",Feature importance scores ranked by ROC contribution,Cross-validation scores at different thresholds,B,AI/ML,Classification,10
AIML_1947,Which of the following is a valid strategy for multi-label classification?,Softmax output with argmax for label selection,Binary Relevance: training one binary classifier per label,One-vs-One decomposition into pairwise binary problems,Decision tree with one leaf per label combination,B,AI/ML,Classification,10
AIML_1948,What is 'hamming loss' in the context of multi-label classification?,The fraction of labels that are incorrectly predicted,The distance between predicted and true label vectors,The sum of squared differences between predicted and true label vectors,The average precision across all labels,A,AI/ML,Classification,10
AIML_1949,What does the decision tree Gini impurity measure?,The probability that two samples drawn at random from a node belong to different classes,The average entropy across all child nodes after a split,The correlation between features and the target at each split,The margin between the two most likely classes,A,AI/ML,Classification,10
AIML_1950,What is the purpose of 'random_state' in DecisionTreeClassifier?,To set the maximum depth randomly for each tree,To control randomness when selecting features or samples for splitting,To determine which optimization algorithm is used,To randomly sample training data before fitting,B,AI/ML,Classification,10
AIML_1951,What does pruning a decision tree classifier accomplish in terms of bias and variance?,Pruning decreases bias and increases variance,Pruning increases bias and decreases variance,Pruning decreases both bias and variance simultaneously,Pruning has no effect on bias or variance,B,AI/ML,Classification,10
AIML_1952,What is the Kolmogorov-Smirnov (KS) statistic used for in binary classification?,Testing whether residuals are normally distributed,Measuring the maximum difference between cumulative distributions of positive and negative class scores,Measuring the rank correlation between predicted and true labels,Measuring the distance between training and test data distributions,B,AI/ML,Classification,10
AIML_1953,Which of the following is NOT a valid way to handle class imbalance in classification?,Oversampling the minority class,Undersampling the majority class,Using class_weight='balanced',Maximizing the learning rate to accelerate minority class learning,D,AI/ML,Classification,10
AIML_1954,What is the purpose of StratifiedShuffleSplit in scikit-learn classification?,To shuffle features randomly before training,To perform train-test splits that preserve the class distribution,To apply stratified K-fold cross-validation,To randomly sample training data with replacement,B,AI/ML,Classification,10
AIML_1955,"What does the following code produce? from sklearn.metrics import confusion_matrix; cm = confusion_matrix(y_test, y_pred); print(cm[1,1])",False positives,True negatives,True positives,False negatives,C,AI/ML,Classification,10
AIML_1956,What is the log-loss formula for a binary classifier?,,,mean((y - p)Ã‚Â²),mean(|y - p|),A,AI/ML,Classification,10
AIML_1957,"Which option correctly completes this code to compute classification accuracy? from sklearn.metrics import ___; acc = ___(y_test, y_pred)",accuracy_score; accuracy_score,classification_accuracy; classification_accuracy,score; score,accuracy; accuracy,A,AI/ML,Classification,10
AIML_1958,What is the Jaccard similarity score in classification?,The ratio of true positives to (true positives + false positives + false negatives),The harmonic mean of precision and recall,The geometric mean of sensitivity and specificity,The ratio of correct predictions to total predictions,A,AI/ML,Classification,10
AIML_1959,What does the 'fit_intercept' parameter do in LogisticRegression?,Adds a polynomial bias term to the feature matrix,Controls whether a bias (intercept) term is included in the model,Controls whether feature scaling is applied during fitting,Determines whether to fit on the original or augmented dataset,B,AI/ML,Classification,10
AIML_1960,Which of the following code correctly generates a classification report?,"from sklearn.metrics import classification_report; print(classification_report(y_test, y_pred))","from sklearn.metrics import class_report; print(class_report(y_pred, y_test))","from sklearn.metrics import classification_report; print(classification_report(y_pred, y_test))","from sklearn.metrics import ClassificationReport; print(ClassificationReport(y_test, y_pred))",A,AI/ML,Classification,10
AIML_1961,What does the LogisticRegression attribute 'coef_' represent?,The regularization strength used during training,The learned weight matrix mapping features to log-odds of each class,The predicted probabilities on the training set,The feature importances computed from the log-likelihood gradient,B,AI/ML,Classification,10
AIML_1962,What is the effect of L2 regularization in logistic regression on the decision boundary?,It makes the boundary more complex by allowing larger coefficients,It makes the boundary simpler and more robust by shrinking coefficients toward zero,It forces the boundary to be parallel to one of the feature axes,It has no effect on the decision boundary shape,B,AI/ML,Classification,10
AIML_1963,"What is the error in this code? from sklearn.svm import SVC; clf = SVC(kernel='rbf'); clf.fit(X_train, y_train); print(clf.support_vectors)",SVC is not importable from sklearn.svm,The attribute should be 'support_vectors_' (with underscore),SVC does not expose support vectors as an attribute,clf.fit() must be called with three arguments,B,AI/ML,Classification,10
AIML_1964,What is the purpose of the 'decision_function_shape' parameter in SVC?,Determines whether the decision boundary is linear or non-linear,Controls whether OvR or OvO strategy is used for multi-class SVM,Sets the shape of the kernel matrix,Controls the number of support vectors per class,B,AI/ML,Classification,10
AIML_1965,What is the output of SVC.n_support_ attribute?,Total number of support vectors,Number of support vectors for each class,Average distance from support vectors to the decision boundary,Fraction of training points that are support vectors,B,AI/ML,Classification,10
AIML_1966,Which of the following is true about Naive Bayes classifiers in scikit-learn?,They cannot output class probabilities,They are discriminative models that model P(Y|X) directly,They support partial_fit() for online learning,They require feature scaling for optimal performance,C,AI/ML,Classification,10
AIML_1967,What is the main assumption of Bernoulli Naive Bayes about features?,Features follow a Gaussian distribution,Features are binary (0 or 1) indicating presence or absence,Features follow a Poisson distribution,Features are non-negative integer counts,B,AI/ML,Classification,10
AIML_1968,What is the key insight of the kernel trick that makes non-linear SVM tractable?,Kernels allow direct computation of dot products in high-dimensional feature spaces without explicit transformation,Kernels reduce the training data size for faster computation,Kernels automatically select the optimal decision boundary threshold,Kernels apply L1 regularization implicitly during training,A,AI/ML,Classification,10
AIML_1969,What happens when a Decision Tree is grown without any stopping criteria?,It always converges to a globally optimal solution,"It grows until all leaf nodes are pure, potentially memorizing training data",It stops automatically when accuracy reaches 100%,It applies post-pruning automatically to prevent overfitting,B,AI/ML,Classification,10
AIML_1970,Which of the following is the correct formula for Information Gain?,"IG(S, A) = H(S) Ã¢Ë†â€™ ÃŽÂ£(|Sv|/|S|) Ãƒâ€” H(Sv)","IG(S, A) = H(S) + ÃŽÂ£(|Sv|/|S|) Ãƒâ€” H(Sv)","IG(S, A) = ÃŽÂ£(|Sv|/|S|) Ãƒâ€” H(Sv) Ã¢Ë†â€™ H(S)","IG(S, A) = H(S) Ãƒâ€” ÃŽÂ£(|Sv|/|S|) Ãƒâ€” H(Sv)",A,AI/ML,Classification,10
AIML_1971,What is 'weighted average' in multi-class metrics?,Averaging metrics with equal weight across all classes,Averaging metrics weighted by the number of true instances in each class,Averaging metrics weighted by the number of predicted instances in each class,Averaging metrics weighted by the inverse class frequency,B,AI/ML,Classification,10
AIML_1972,What is the difference between predict() and predict_proba() in scikit-learn classifiers?,predict() returns probabilities; predict_proba() returns class labels,predict() returns class labels; predict_proba() returns probability estimates per class,Both return the same information in different formats,predict_proba() is only available for SVM; predict() is available for all classifiers,B,AI/ML,Classification,10
AIML_1973,What is the core idea behind a Random Forest algorithm?,It applies boosting to sequentially improve weak learners,It builds multiple decision trees on random subsets and aggregates their predictions,It uses gradient descent to minimize prediction error across trees,It trains a single deep decision tree on the full dataset,B,AI/ML,Ensemble Methods,10
AIML_1974,Which technique does Random Forest use to create diversity among its trees?,Boosting Ã¢â‚¬â€ assigning higher weights to misclassified samples,Bagging Ã¢â‚¬â€ bootstrapped sampling of training data with random feature subsets,Dropout regularization applied to each tree,Sharing the same feature subset across all trees,B,AI/ML,Ensemble Methods,10
AIML_1975,"In a Random Forest classifier, how is the final prediction determined?",By majority voting across all decision trees,By using the last trained tree's output,By computing the weighted average of all tree outputs,By selecting the prediction of the tree with the highest training accuracy,A,AI/ML,Ensemble Methods,10
AIML_1976,What does the `n_estimators` parameter control in sklearn's RandomForestClassifier?,The number of features considered at each split,The number of decision trees in the forest,The maximum depth of each decision tree,The minimum number of samples required to split a node,B,AI/ML,Ensemble Methods,10
AIML_1977,Which of the following correctly imports and instantiates a Random Forest classifier in sklearn?,from sklearn.tree import RandomForestClassifier; rf = RandomForestClassifier(),from sklearn.ensemble import RandomForestClassifier; rf = RandomForestClassifier(n_estimators=100),from sklearn.forest import RandomForestClassifier; rf = RandomForestClassifier(),from sklearn.ensemble import RandomForest; rf = RandomForest(),B,AI/ML,Ensemble Methods,10
AIML_1978,What is 'feature importance' in a Random Forest model?,A measure of how much each feature contributes to reducing impurity across all trees,The rank of a feature based on its variance in the dataset,The correlation coefficient between a feature and the target variable,The number of times a feature appears in the training data,A,AI/ML,Ensemble Methods,10
AIML_1979,Which property makes Random Forest robust to overfitting compared to a single decision tree?,Averaging predictions from many uncorrelated trees reduces variance,Random Forest trains on a smaller dataset than a single tree,Random Forest uses pruning to reduce tree complexity,Random Forest applies L2 regularization to each tree,A,AI/ML,Ensemble Methods,10
AIML_1980,What does `max_features` control in a Random Forest?,The number of features randomly selected at each split,The fraction of samples used for training each tree,The maximum number of trees allowed in the forest,The maximum number of leaf nodes per tree,A,AI/ML,Ensemble Methods,10
AIML_1981,"What is the output of this code?
 ```python
 from sklearn.ensemble import RandomForestClassifier
 rf = RandomForestClassifier(n_estimators=3, random_state=0)
 print(rf.n_estimators)
 ```",0,100,3,,C,AI/ML,Ensemble Methods,10
AIML_1982,Which of the following is TRUE about out-of-bag (OOB) error in Random Forest?,OOB error estimates generalization error using samples not used in training each tree,OOB error is only available for regression tasks,OOB error is computed using samples that were included in the bootstrap sample,OOB error requires a separate validation dataset,A,AI/ML,Ensemble Methods,10
AIML_1983,How do you enable OOB score calculation in sklearn's RandomForestClassifier?,Set `out_of_bag=True` in the fit() call,Call `.oob_score()` method after fitting,OOB is enabled by default and cannot be disabled,Set `oob_score=True` during instantiation,D,AI/ML,Ensemble Methods,10
AIML_1984,What is the effect of increasing `max_depth` in a Random Forest?,Feature importance scores become uniform,The number of trees in the forest increases,"Each tree grows deeper, potentially increasing variance but reducing bias",Trees become shallower and the model underfits,C,AI/ML,Ensemble Methods,10
AIML_1985,Which sklearn attribute gives feature importances after fitting a Random Forest?,rf.feature_weights_,rf.feature_importances_,rf.feature_scores_,rf.coef_,B,AI/ML,Ensemble Methods,10
AIML_1986,"What error would the following code produce?
 ```python
 from sklearn.ensemble import RandomForestClassifier
 rf = RandomForestClassifier()
 rf.predict([[1, 2, 3]])
 ```",TypeError: input must be a DataFrame,AttributeError: predict not defined,NotFittedError: estimator not fitted yet,ValueError: wrong number of features,C,AI/ML,Ensemble Methods,10
AIML_1987,"In Random Forest regression, what is the final prediction for a sample?",The prediction of the tree with the lowest training loss,The median of all tree predictions,The maximum prediction among all trees,The mean of all individual tree predictions,D,AI/ML,Ensemble Methods,10
AIML_1988,Which parameter in RandomForestClassifier controls the minimum number of samples required to split a node?,split_threshold,min_split_samples,min_node_size,min_samples_split,D,AI/ML,Ensemble Methods,10
AIML_1989,What happens when `bootstrap=False` is set in RandomForestClassifier?,The whole training set is used to train every tree without sampling,The model defaults to a single decision tree,Trees are built without considering any features,Each tree is trained on a random 50% of the data,A,AI/ML,Ensemble Methods,10
AIML_1990,Which of the following correctly retrieves the OOB score of a trained Random Forest model `rf`?,rf.oob_score_,rf.get_oob_score(),rf.oob_error_,rf.score_oob(),A,AI/ML,Ensemble Methods,10
AIML_1991,What is the relationship between the number of trees and model variance in Random Forest?,Variance is independent of the number of trees,Fewer trees reduce variance,"More trees reduce variance up to a point, then plateau",More trees always increase variance,C,AI/ML,Ensemble Methods,10
AIML_1992,Which of the following best describes 'bagging' as used in Random Forest?,Sequentially training models where each corrects the previous one's errors,Training models on random feature subsets without replacement,Training models on bootstrap samples (with replacement) in parallel and aggregating results,Assigning exponentially increasing weights to difficult samples,C,AI/ML,Ensemble Methods,10
AIML_1993,What does `class_weight='balanced'` do in RandomForestClassifier?,Assigns equal weight to all classes regardless of frequency,Removes minority class samples to balance the dataset,Upsamples the majority class to match the minority class,Adjusts weights inversely proportional to class frequencies to handle imbalance,D,AI/ML,Ensemble Methods,10
AIML_1994,Which code snippet correctly plots feature importances from a trained Random Forest `rf` with features `X`?,"plt.bar(X.columns, rf.coef_)",plt.plot(rf.importance_scores()),"plt.bar(X.columns, rf.scores_)","plt.bar(range(X.shape[1]), rf.feature_importances_)",D,AI/ML,Ensemble Methods,10
AIML_1995,What is the computational complexity implication of increasing `n_estimators` in Random Forest?,Training time increases linearly with the number of trees,Memory usage decreases as more trees share parameters,Prediction time is unaffected by the number of trees,Training time decreases because trees share learned features,A,AI/ML,Ensemble Methods,10
AIML_1996,Which of the following is NOT a hyperparameter of sklearn's RandomForestClassifier?,learning_rate,min_samples_leaf,n_estimators,max_depth,A,AI/ML,Ensemble Methods,10
AIML_1997,What is 'random subspace method' in the context of Random Forest?,Applying dimensionality reduction before training trees,Training each tree on a different random partition of the dataset,Selecting a random subset of features for each split in a tree,Randomly dropping tree branches during training,C,AI/ML,Ensemble Methods,10
AIML_1998,What is the key principle behind AdaBoost?,Sequentially training weak learners where each focuses more on previously misclassified samples,Applying L1 regularization to reduce model complexity,Training multiple trees in parallel and averaging predictions,Selecting the single best weak learner from a pool,A,AI/ML,Ensemble Methods,10
AIML_1999,What type of base learner does AdaBoost typically use by default in sklearn?,A neural network with one hidden layer,A decision stump (depth-1 decision tree),A linear regression model,A deep decision tree with unlimited depth,B,AI/ML,Ensemble Methods,10
AIML_2000,How does AdaBoost update sample weights after each iteration?,Keeps all weights equal throughout training,Randomly reassigns weights after each iteration,Increases weights of correctly classified samples and decreases for misclassified,Increases weights of misclassified samples and decreases for correctly classified,D,AI/ML,Ensemble Methods,10
AIML_2001,What does the `learning_rate` parameter control in AdaBoostClassifier?,The number of boosting iterations,The weight applied to each classifier's contribution to the final prediction,The step size for gradient descent optimization,The maximum depth of each base estimator,B,AI/ML,Ensemble Methods,10
AIML_2002,Which of the following correctly creates an AdaBoost classifier with 50 estimators?,from sklearn.ensemble import AdaBoostClassifier; ab = AdaBoostClassifier(n_estimators=50),from sklearn.boosting import AdaBoost; ab = AdaBoost(estimators=50),from sklearn.ensemble import AdaBoost; ab = AdaBoost(n_trees=50),from sklearn.ensemble import AdaBoostClassifier; ab = AdaBoostClassifier(trees=50),A,AI/ML,Ensemble Methods,10
AIML_2003,What is the final prediction in AdaBoost classification?,A simple majority vote where each learner has equal weight,The prediction of the best-performing weak learner,The average of all weak learner probability outputs,A weighted majority vote of all weak learners,D,AI/ML,Ensemble Methods,10
AIML_2004,Which algorithm does AdaBoost's weight update rule correspond to?,Stochastic gradient descent on cross-entropy loss,Expectation-Maximization on mixture models,Forward stagewise additive modeling minimizing exponential loss,Coordinate descent on L1 loss,C,AI/ML,Ensemble Methods,10
AIML_2005,What happens when AdaBoost's base estimator achieves 50% error rate during training?,Training continues normally with unchanged weights,"The learner's weight becomes 0, contributing nothing to the ensemble",All sample weights are reset to uniform distribution,Training stops as the model cannot improve further,B,AI/ML,Ensemble Methods,10
AIML_2006,Which of the following is TRUE about AdaBoost's sensitivity to noise?,AdaBoost assigns low weights to noisy samples automatically,AdaBoost ignores samples with extreme values during training,AdaBoost is highly robust to noisy data and outliers,AdaBoost can overfit noisy data because noisy samples get very high weights,D,AI/ML,Ensemble Methods,10
AIML_2007,"What is the output of this code?
 ```python
 from sklearn.ensemble import AdaBoostClassifier
 ab = AdaBoostClassifier(n_estimators=10, random_state=1)
 print(type(ab.base_estimator))
 ```",<class 'sklearn.linear_model.LogisticRegression'>,AttributeError: base_estimator not set,<class 'sklearn.tree.DecisionTreeClassifier'>,NoneType,C,AI/ML,Ensemble Methods,10
AIML_2008,"In AdaBoost, what does a higher alpha (classifier weight) indicate?",The classifier performed better (lower error) and contributes more to the final vote,The classifier uses more features for its predictions,The classifier was trained on more data samples,The classifier has higher error and should be trusted less,A,AI/ML,Ensemble Methods,10
AIML_2009,Which loss function is minimized in standard AdaBoost (AdaBoost.M1)?,Cross-entropy loss,Mean squared error,Exponential loss,Hinge loss,C,AI/ML,Ensemble Methods,10
AIML_2010,How does increasing `n_estimators` in AdaBoost affect bias and variance?,Bias increases; variance decreases,Bias decreases gradually; variance may increase if overfitting occurs,Both bias and variance decrease indefinitely,Both bias and variance remain constant,B,AI/ML,Ensemble Methods,10
AIML_2011,Which attribute of a fitted AdaBoostClassifier `ab` stores the weight of each estimator?,ab.weights_,ab.estimator_weights_,ab.estimator_alphas_,ab.alphas_,B,AI/ML,Ensemble Methods,10
AIML_2012,What is the difference between AdaBoost and Gradient Boosting?,AdaBoost minimizes MSE; Gradient Boosting minimizes exponential loss,AdaBoost builds trees in parallel; Gradient Boosting builds them sequentially,AdaBoost uses deep trees; Gradient Boosting uses decision stumps,AdaBoost modifies sample weights; Gradient Boosting fits new models to residuals,D,AI/ML,Ensemble Methods,10
AIML_2013,Which sklearn parameter allows you to specify a custom base estimator in AdaBoostClassifier?,weak_learner,estimator,base_model,base_learner,B,AI/ML,Ensemble Methods,10
AIML_2014,What is the AdaBoost formula for updating sample weights after iteration t?,w_i = w_i / (1 + alpha_t),w_i = w_i - learning_rate * gradient,w_i = w_i * exp(alpha_t * y_i * h_t(x_i)),w_i = w_i * (1 - error_t),C,AI/ML,Ensemble Methods,10
AIML_2015,Which of the following tasks can AdaBoost NOT directly handle without modification?,Unsupervised clustering,Multi-class classification via SAMME,Regression using AdaBoost.R2,Binary classification,A,AI/ML,Ensemble Methods,10
AIML_2016,"What error would this code produce?
 ```python
 from sklearn.ensemble import AdaBoostClassifier
 ab = AdaBoostClassifier()
 y_pred = ab.predict([[1,2],[3,4]])
 ```",AttributeError: predict requires labels,TypeError: wrong input format,ValueError: n_estimators must be positive,NotFittedError: call fit before predict,D,AI/ML,Ensemble Methods,10
AIML_2017,Which variant of AdaBoost is used for multi-class classification in sklearn?,AdaBoost.R2,AdaBoost.M2,AdaBoost.OVR,SAMME (Stagewise Additive Modeling Multi-class Exponential),D,AI/ML,Ensemble Methods,10
AIML_2018,How does AdaBoost handle a base estimator with error > 0.5?,It resets sample weights and retrains that estimator,It continues and assigns a negative alpha to that estimator,It doubles the learning rate for the next estimator,It stops training and returns the current ensemble,D,AI/ML,Ensemble Methods,10
AIML_2019,What is the relationship between learning_rate and n_estimators in AdaBoost?,Increasing both always improves performance,Higher learning_rate requires fewer estimators; they involve a bias-variance trade-off,Learning_rate must equal 1/n_estimators for stability,They are independent and do not affect each other,B,AI/ML,Ensemble Methods,10
AIML_2020,Which of the following best describes SAMME.R algorithm in AdaBoost?,Uses predicted class probabilities for a more efficient multi-class update,Uses regression trees for classification tasks,Uses predicted class labels to update weights,Applies random feature selection like Random Forest,A,AI/ML,Ensemble Methods,10
AIML_2021,What does `staged_predict` in AdaBoostClassifier return?,Final ensemble prediction with probability scores,Predictions from only the first estimator,Generator yielding predictions after each boosting iteration,List of predictions from the last 10 estimators only,C,AI/ML,Ensemble Methods,10
AIML_2022,Which of the following is an advantage of AdaBoost over a single decision tree?,AdaBoost requires less memory than a decision tree,AdaBoost reduces bias by combining many weak classifiers into a strong one,AdaBoost eliminates the need for cross-validation,AdaBoost is faster to train than a single tree,B,AI/ML,Ensemble Methods,10
AIML_2023,What is the fundamental concept behind Gradient Boosting?,Using random feature subsets to decorrelate trees,Sequentially fitting new models to the negative gradient of the loss function (pseudo-residuals),Assigning increasing sample weights to misclassified examples,Training models in parallel and averaging their outputs,B,AI/ML,Ensemble Methods,10
AIML_2024,"In Gradient Boosting, what are 'pseudo-residuals'?",The negative gradient of the loss function with respect to predictions,Weighted differences between sample features,Random noise added to prevent overfitting,The actual residuals from linear regression,A,AI/ML,Ensemble Methods,10
AIML_2025,Which sklearn class implements Gradient Boosting for classification?,sklearn.ensemble.GradientBoostClassifier,sklearn.boosting.GradientClassifier,sklearn.ensemble.GradientBoostingClassifier,sklearn.ensemble.GBMClassifier,C,AI/ML,Ensemble Methods,10
AIML_2026,What loss function does GradientBoostingClassifier use by default?,Exponential loss,Log loss (deviance),Hinge loss,Mean squared error,B,AI/ML,Ensemble Methods,10
AIML_2027,Which hyperparameter controls the contribution of each tree in Gradient Boosting?,subsample,n_estimators,learning_rate (shrinkage),max_depth,C,AI/ML,Ensemble Methods,10
AIML_2028,What does the `subsample` parameter in GradientBoostingClassifier control?,The fraction of features used for each tree,The subsampling rate for feature importance calculation,The fraction of training samples used to fit each base learner (stochastic GB),The fraction of the dataset used for validation,C,AI/ML,Ensemble Methods,10
AIML_2029,"What is the output of this code?
 ```python
 from sklearn.ensemble import GradientBoostingClassifier
 gb = GradientBoostingClassifier(n_estimators=5, max_depth=2, random_state=0)
 print(gb.learning_rate)
 ```",0.01,0.1,1,,B,AI/ML,Ensemble Methods,10
AIML_2030,Which of the following correctly describes how Gradient Boosting reduces bias?,By building trees that progressively correct the errors of the previous ensemble,By applying L2 regularization to each tree,By randomly selecting features at each split,By training many trees in parallel and averaging predictions,A,AI/ML,Ensemble Methods,10
AIML_2031,What is the role of `max_depth` in Gradient Boosting trees?,Limits the depth of each individual tree to control variance,Determines the number of features used for training,Sets the learning rate for gradient steps,Controls the number of trees in the ensemble,A,AI/ML,Ensemble Methods,10
AIML_2032,Which of the following is an advantage of Stochastic Gradient Boosting (subsample < 1)?,Allows parallel training of all trees,Faster convergence with fewer trees needed,Eliminates the need for a learning rate parameter,Reduces overfitting and speeds up training by using random subsets,D,AI/ML,Ensemble Methods,10
AIML_2033,How does Gradient Boosting handle regression problems differently from classification?,It minimizes squared error loss and fits residuals directly,It applies majority voting instead of averaging,It uses the same algorithm with no differences,It uses different base learners (linear models for regression),A,AI/ML,Ensemble Methods,10
AIML_2034,Which attribute of a fitted GradientBoostingClassifier gives the training deviance at each iteration?,gb.iteration_scores_,gb.deviance_history_,gb.loss_,gb.train_score_,D,AI/ML,Ensemble Methods,10
AIML_2035,What is the effect of setting a very low `learning_rate` in Gradient Boosting?,More trees are needed to achieve comparable performance; slower but more robust,The model ignores pseudo-residuals and trains independently,The model converges faster but may underfit,Each tree is given more weight in the final prediction,A,AI/ML,Ensemble Methods,10
AIML_2036,"In Gradient Boosting for regression, the initial prediction F_0 is typically:",Zero for all samples,The mean of the target variable,The median of the training features,A random value drawn from a normal distribution,B,AI/ML,Ensemble Methods,10
AIML_2037,Which of the following is NOT a hyperparameter of GradientBoostingClassifier?,max_depth,n_estimators,n_jobs,learning_rate,C,AI/ML,Ensemble Methods,10
AIML_2038,What does `warm_start=True` do in GradientBoostingClassifier?,Enables GPU-accelerated training,Allows adding more estimators to an already fitted model,Resets the model and retrains from scratch each time,Increases the learning rate during training,B,AI/ML,Ensemble Methods,10
AIML_2039,Which code correctly retrieves the number of trees in a fitted Gradient Boosting model `gb`?,gb.n_estimators_,len(gb.estimators_),len(gb.estimators_[0]),gb.tree_count(),B,AI/ML,Ensemble Methods,10
AIML_2040,How does Gradient Boosting differ from Random Forest in tree construction?,Gradient Boosting samples features; Random Forest always uses all features,Gradient Boosting builds trees sequentially on residuals; Random Forest builds in parallel independently,Gradient Boosting uses deeper trees; Random Forest always uses stumps,Gradient Boosting uses bagging; Random Forest uses boosting,B,AI/ML,Ensemble Methods,10
AIML_2041,What is 'shrinkage' in the context of Gradient Boosting?,Removing trees that contribute minimally to the ensemble,Applying L1 regularization to individual tree weights,Scaling each tree's contribution by the learning rate to prevent overfitting,Reducing the depth of trees that have high variance,C,AI/ML,Ensemble Methods,10
AIML_2042,Which of the following loss functions can be used for Gradient Boosting regression?,Log loss and exponential loss only,Only squared error,"Squared error, absolute error, and Huber loss",Cross-entropy and hinge loss only,C,AI/ML,Ensemble Methods,10
AIML_2043,What is the purpose of `min_samples_leaf` in GradientBoostingClassifier?,Minimum number of features required for each tree,Minimum number of samples required in a leaf node,Minimum impurity decrease required for a split,Minimum number of trees required before making predictions,B,AI/ML,Ensemble Methods,10
AIML_2044,Which of the following best explains why Gradient Boosting can overfit?,Individual trees might be too shallow to learn anything,It does not use regularization techniques,It uses too few trees to capture complex patterns,Training too many deep trees with a high learning rate fits the training data too closely,D,AI/ML,Ensemble Methods,10
AIML_2045,What method of GradientBoostingClassifier returns predictions at each boosting stage?,iter_predict(),predict_all_stages(),predict_stages(),staged_predict(),D,AI/ML,Ensemble Methods,10
AIML_2046,How is feature importance computed in Gradient Boosting?,By counting the number of times each feature appears in any tree,By correlating each feature with the target variable,By computing the gradient of the loss with respect to each feature,Based on how much each feature reduces impurity across all trees and stages,D,AI/ML,Ensemble Methods,10
AIML_2047,Which of the following statements about Gradient Boosting is FALSE?,Gradient Boosting minimizes a differentiable loss function,Gradient Boosting can be used for both regression and classification,Gradient Boosting trees are built sequentially,Gradient Boosting inherently supports parallel tree construction,D,AI/ML,Ensemble Methods,10
